0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;;;;;;;;;;;;;;;;;;;;;
Nazwa;Waga nom.;S;DS.;O;P;K;CUSTOM;Samodzielne;Podkategoria;Kategoria glowna;Typ;Kalorie;Tluszcz;Bialko;Weglowodany;Blonnik pokarmowy;Cholesterol;Sod;Potas;Wapn;Fosfor;Magnez;Zelazo;Cynk;Miedz;Mangan;Wit A;Wit D;Wit E;Tiamina;Ryboflawina;Niacyna;Wit B6;Foliany;Wit B12;Wit C
Salata zielona z pomidorem, ogorkiem, olejem;50;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;56;4,7;0,9;3,6;1;0;6;152;15;18;7;0,5;0,29;0,05;0,15;99;0;2,33;0,041;0,054;0,39;0,07;38,6;0;11,4
Salata zielona ze smietana;50;Y;Y;Y;Y;Y;;Y;Surowki;Potrawy z warzyw;Potrawy;41;2,3;1,4;4,5;0,9;7;10;113;35;28;8;0,5;0,35;0,03;0,19;131;0,02;0,29;0,036;0,085;0,16;0,05;45,6;0,05;7,8
Salatka jarzynowa mrozona;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;26;0,2;1,9;6,4;2,4;0;20;145;13;34;10;0,5;0,39;0,09;0,18;464;0;0,23;0,087;0,048;0,69;0,07;21;0;6,4
Salatka jarzynowa z kukurydza mrozona;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;63;0,6;3,4;14,8;4;0;29;256;19;68;25;1;0,64;0,14;0,31;618;0;0,45;0,143;0,08;1,29;0,14;35;0;10,2
Salatka jarzynowa z warzyw got, z majonezem i jogurtem nat,;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;116;7,5;3,2;11,6;2,5;7;118;269;41;75;29;0,9;0,62;0,09;0,28;123;0,03;3,4;0,094;0,068;0,63;0,15;25,7;0,07;5,7
Salatka jarzynowa z warzyw gotowanych z majonezem;80;Y;Y;Y;Y;Y;;Y;Warzywa gotowane;Potrawy z warzyw;Potrawy;192;16,5;2,9;10,9;2,5;15;78;252;27;69;27;1;0,61;0,09;0,28;115;0,07;6,74;0,061;0,043;0,42;0,1;20,6;0,07;3,1
Salatka meksykanska mrozona;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;45;0,5;2,5;10,8;3,4;0;23;243;24;53;18;0,7;0,47;0,09;0,21;424;0;0,88;0,095;0,087;1,11;0,21;37;0;34
Salatka pikantna z makreli;80;Y;Y;Y;Y;Y;;Y;Przetwory rybne;Ryby i przetwory rybne;Produkty;181;13,2;10,2;6,9;1,3;36;621;425;25;141;31;0,9;0,46;0,12;0,12;144;1,39;2,96;0,105;0,206;4,38;0,44;8,3;2,1;8,3
Salatka skandynawska mrozona;80;Y;Y;Y;Y;Y;;Y;mieszanki warzywne mrozone;warzywa i przetwory warzywne;Produkty;28;0,2;1,9;6,9;2,4;0;36;315;38;35;17;1;0,41;0,07;0,39;354;0;0,57;0,042;0,071;0,44;0,1;72;0;34,1
Salatka szwedzka konserwowa;80;Y;Y;Y;Y;Y;;Y;przetwory warzywne;warzywa i przetwory warzywne;Produkty;36;0,1;0,4;8,6;0,3;0;389;69;7;12;7;0,1;0,12;0,05;0,04;40;0;0,21;0,013;0,022;0,18;0,05;6,5;0;6,7
Salatka z czerwonej kapusty;80;Y;Y;Y;Y;Y;;Y;Warzywa gotowane;Potrawy z warzyw;Potrawy;83;6,5;1,4;7;2,1;0;8;211;33;23;9;0,4;0,33;0,07;0,19;3;0;3,7;0,049;0,043;0,34;0,1;15,3;0;21,1
Salatka z czerwonej kapusty konserwowa;80;Y;Y;Y;Y;Y;;Y;przetwory warzywne;warzywa i przetwory warzywne;Produkty;88;0,1;1,1;21,9;1,5;0;776;160;28;19;13;0,3;0,26;0,06;0,15;1;0;0,78;0,052;0,041;0,39;0,12;13,4;0;16
Salatka z dorsza;80;Y;Y;Y;Y;Y;;Y;Potrawy rybne;Potrawy rybne;Potrawy;187;13,9;9,8;7,2;1,3;27;684;370;19;153;29;0,7;0,46;0,07;0,09;119;0,48;4,45;0,066;0,1;1,95;0,26;12,1;0,45;23,3
Salatka z groszku zielonego;80;Y;Y;Y;Y;Y;;Y;Warzywa gotowane;Potrawy z warzyw;Potrawy;159;13,1;4;10,4;3,7;40;115;114;31;70;18;1,3;0,69;0,1;0,26;49;0,19;5,16;0,072;0,104;0,55;0,06;18,1;0,18;3,3
Salceson czarny;;;;;;;;;Wedliny podrobowe;Mieso i przetwory miesne;Produkty;336;32;12,6;0,5;0,1;115;803;139;18;82;7;7,5;0,91;0,11;0,05;35;0,1;0,2;0,014;0,169;1,16;0,16;3;0,3;0
Salceson wloski;;;;;;;;;Wedliny podrobowe;Mieso i przetwory miesne;Produkty;318;29,3;14,6;0;0;111;815;143;40;60;8;2,2;1,39;0,06;0,05;0;0;0,2;0,054;0,085;2,66;0,2;3;0;0
Sandacz swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;84;0,7;19,2;0;0;60;57;340;49;220;29;0,8;0,57;0,04;0,05;9;0,7;1,26;0,16;0,25;2,3;0,3;12;5;1
Sardynka swieza;;;;;;;;;;;;169;9,6;20,6;0;0;80;120;360;84;270;31;1,4;1;0,12;0,06;20;11;0,29;0,02;0,22;6,7;0,39;5;11;0
Sardynka w oleju;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;221;13,9;24,1;0;0;78;366;388;330;430;46;2,7;2,2;0,11;0,09;49;5;2,7;0,04;0,3;6,5;0,22;8;15;0
Sardynka w pomidorach;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;162;9,9;17;1,4;0,1;76;350;410;250;420;39;2,9;2,4;0,16;0,11;66;8;2,3;0,04;0,28;5,5;0,27;13;14;0,8
Schab pieczony;150;Y;Y;Y;Y;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;291;18,7;30,4;0,7;0,2;99;61;507;24;301;35;1,5;2,8;0,1;0,08;0;0,86;1,31;1,427;0,271;10,45;0,76;5,4;1,01;0,6
Seler korzeniowy;;;;;;;;;;;;21;0,3;1,6;7,7;4,9;0;86;320;40;80;19;0,5;0,56;0,05;0,2;4;0;0,36;0,05;0,097;0,9;0,28;12;0;8,2
Seler korzeniowy mrozony;;;;;;;;;;;;18;0,3;1,4;6,9;4,4;0;70;259;32;65;15;0,4;0,45;0,04;0,16;4;0;0,32;0,041;0,079;0,73;0,23;10,8;0;5,2
Seler naciowy;;;;;;;;;;;;13;0,2;1;3,6;1,8;0;62;320;41;26;12;0,4;0,17;0,04;0,14;10;0;0,2;0,04;0,08;0,5;0,09;16;0;3,4
Semolina;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;346;1,3;10,1;75;2,8;0;1;170;18;110;32;1;0,6;0,15;0,6;0;0;0,1;0,11;0,04;0,7;0,09;42;0;0
Ser Brie pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;329;28;19,8;0,2;0;72;880;100;600;380;20;0,2;2,28;0,04;0,04;285;0,2;0,6;0,05;0,34;0,4;0,24;60;1,7;0
Ser Camembert pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;291;23;21,4;0,2;0;73;966;101;386;310;22;0,5;2,84;0,07;0,04;232;0,18;0,5;0,046;0,458;1,42;0,16;62;1,1;0
Ser Cheddar pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;391;31,7;27,1;0,1;0;90;598;81;703;487;54;0,5;4,05;0,04;0,02;382;0,26;0,5;0,04;0,597;0,02;0,02;18;1,1;0
Ser Edamski tlusty;;;;;;;;;;;;313;23,4;26,1;0,1;0;71;618;81;867;523;27;0,6;2,2;0,03;0,02;269;0,19;0,38;0,027;0,35;0,1;0,03;20;2,1;0
Ser Ementaler pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;380;29,7;28,8;0,1;0;83;909;119;835;416;39;0,5;4,4;0,04;0,02;297;0,25;0,4;0,025;0,375;0,09;0,05;20;2,2;0
Ser Gouda tlusty;;;;;;;;;;;;316;22,9;27,9;0,1;0;71;898;83;807;516;31;0,7;4,18;0,07;0,03;276;0,24;0,38;0,026;0,392;0,07;0,02;20;1,7;0
Ser Mysliwski pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;346;27,4;25,5;0,1;0;83;674;82;792;494;27;0,4;3,59;0,06;0,04;213;0,25;0,44;0,012;0,372;0,06;0,04;20;2,2;0
Ser Mysliwski tlusty;;;;;;;;;;;;338;24,9;29;0,1;0;72;768;93;903;563;31;0,5;3,69;0,06;0,04;190;0,19;0,39;0,014;0,424;0,07;0,04;20;2,2;0
Ser Parmezan;;;;;;;;;;;;452;32;41,5;0,1;0;79;1860;107;1380;810;51;1;3,2;0,2;0,04;253;0,24;0,7;0,04;0,39;0,3;0,1;7;1,6;0
Ser Rokpol pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;363;30,6;22,6;0,1;0;99;1368;109;530;322;20;0,5;2,54;0,05;0,02;521;0,7;0,5;0,029;0,4;0,57;0,15;37;1;0
Ser Salami pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;351;28,1;25,2;0,1;0;82;585;89;817;501;27;0,4;3,59;0,06;0,04;289;0,25;0,44;0,026;0,294;0,04;0,03;20;2,2;0
Ser topiony edamski;;;;;;;;;Sery topione;Mleko i przetwory mleczne;Produkty;298;27;13,5;1,2;0;87;841;41;367;578;16;0,6;2,01;0,02;0,05;174;0,21;0,46;0,016;0,23;0,04;0,03;7;0,9;0
Ser Trapistow pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;367;30,7;23,5;0,1;0;83;722;86;943;578;33;0,5;3,46;0,03;0,05;285;0,61;0,44;0,025;0,405;0,04;0,04;20;2;0
Ser Trapistow tlusty;;;;;;;;;;;;351;26,8;28;0,1;0;74;780;93;972;596;34;0,5;3,74;0,03;0,05;247;0,54;0,38;0,024;0,393;0,04;0,03;20;2;0
Ser twarogowy chudy;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;99;0,5;19,8;3,5;0;2;41;96;96;240;9;0,2;1,12;0,02;0,02;5;0,04;0,01;0,03;0,495;0,2;0,09;27;0,9;0
Ser twarogowy poltlusty;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;133;4,7;18,7;3,7;0;17;44;113;94;227;9;0,2;0,92;0,02;0,02;39;0,09;0,08;0,03;0,45;0,18;0,09;27;0,8;0
Ser twarogowy tlusty;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;175;10,1;17,7;3,5;0;37;40;104;88;216;9;0,2;0,95;0,03;0,02;83;0,19;0,17;0,031;0,358;0,15;0,1;27;0,7;0
Ser Tylzycki pelnotlusty;;;;;;;;;Sery podpuszczkowe dojrzewajace;Mleko i przetwory mleczne;Produkty;353;27,9;26,1;0,1;0;84;744;84;815;510;28;0,7;3,68;0,03;0,05;350;0,59;0,45;0,022;0,36;0,06;0,03;30;2;0
Ser Tylzycki tlusty;;;;;;;;;;;;334;25;27,8;0,1;0;74;861;108;583;550;28;0,7;3,91;0,03;0,03;260;0,51;0,39;0,025;0,42;0,06;0,05;30;2;0
Ser typu Feta;;;;;;;;;;;;215;16;17;1;0;89;1100;62;500;360;19;0,3;2;0,08;0,04;135;0,5;0,4;0,04;0,3;0,1;0,06;23;1,1;0
Serca wieprzowe;;;;;;;;;Podroby;Mieso i przetwory miesne;Produkty;111;4,8;16,9;0;0;140;89;335;35;132;22;2,7;2,2;0,37;0,02;8;0,7;0,41;0,43;1,24;6;0,43;4;2,7;6
Serek termizowany pieczarkowy;;;;;;;;;;;;113;4;15,9;3,5;0,3;14;387;136;80;213;12;0,3;0,83;0,08;0,03;33;0,34;0,08;0,022;0,461;0,86;0,08;24,1;0,63;0,7
Serek twarogowy homogenizowany pelnotlusty;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;161;11;12,7;3;0;37;47;117;98;140;9;0,2;0,45;0,02;0,01;39;0,19;0,19;0,033;0,249;0,13;0,03;22;0,7;0
Serek twarogowy homogenizowany truskawkowy;75;Y;Y;;Y;Y;;Y;Sery twarogowe;Mleko i przetwory mleczne;Produkty;168;3,9;15,3;17,7;0,1;14;36;99;79;186;8;0,2;0,8;0,02;0,02;32;0,07;0,07;0,019;0,368;0,16;0,08;19,8;0,62;0,7
Serek twarogowy homogenizowany waniliowy;75;Y;Y;;Y;Y;;Y;Sery twarogowe;Mleko i przetwory mleczne;Produkty;159;4,2;16,8;13,3;0;15;40;102;85;204;8;0,2;0,83;0,02;0,02;35;0,08;0,07;0,02;0,405;0,16;0,08;21,8;0,68;0
Serek twarogowy ziarnisty;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;101;4,3;12,3;3,3;0;15;380;80;80;140;8;0,1;0,5;0,02;0,01;22;0,09;0,07;0,029;0,25;0,11;0,06;15;0,7;0
Serek typu Fromage naturalny;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;379;37,1;10,2;2,4;0;113;396;66;55;123;8;0,2;0,51;0,02;0,01;362;0,37;1,14;0,017;0,25;0,11;0,05;13,9;0,39;0
Serek typu Fromage z czosnkiem;;;;;;;;;Sery twarogowe;Mleko i przetwory mleczne;Produkty;367;35,2;10;4;0,2;107;379;83;54;125;9;0,2;0,54;0,03;0,04;343;0,35;1,08;0,027;0,242;0,14;0,06;13,4;0,37;0,8
Sernik bez ciasta;;;;;;;;;;;;363;18,3;13,5;36,8;0,7;117;232;150;230;303;12;0,8;1,03;0,07;0,09;200;0,62;0,84;0,04;0,319;0,2;0,09;15,4;0,63;0
Sernik krakowski;;;;;;;;;;;;329;13,4;14;38,2;0,5;44;85;127;89;176;11;0,5;0,92;0,04;0,07;137;0,56;1,49;0,042;0,352;0,3;0,06;18;0,58;0,3
Sernik wiedenski z polewa kakaowa;;;;;;;;;;;;340;18,1;12,6;32,1;0,5;220;95;172;53;188;22;1,8;1,45;0,16;0,13;225;1,27;1,47;0,05;0,402;0,27;0,07;25,4;0,95;0
Sernik z makiem;;;;;;;;;;;;444;23,4;12,5;49;3,1;121;105;231;255;292;64;1,8;1,16;0,1;0,51;211;0,51;0,92;0,043;0,276;0,34;0,1;18,7;0,5;0
Serwatka plynna;;;;;;;;;Napoje mleczne;Mleko i przetwory mleczne;Produkty;25;0,1;0,8;5,1;0;2;45;129;68;40;1;0,1;0,05;0;0,01;4;0;0;0,04;0,14;0,1;0,04;1;0,1;0
Sezam nasiona;;;;;;;;;;;;632;59,9;23,2;10;7,9;0;13;387;114;775;377;5,9;2,79;1,3;1,42;2;0;2,53;0,783;0,447;7,5;0,79;97;0;0
Sezamki;;;;;;;;;;;;402;26,4;10,2;34,7;3,5;0;84;171;51;342;167;2,6;1,24;0,58;0,63;1;0;1,12;0,276;0,197;3,31;0,28;21,4;0;0
Sezamki z orzechami;;;;;;;;;;;;376;26,1;9,6;29,4;3,3;0;85;175;48;305;144;2,3;1,21;0,5;0,78;1;0;0,86;0,278;0,162;2,65;0,34;26,6;0;0,2
Skora z indyka;;;;;;;;;Indyk;Mieso i przetwory miesne;Produkty;413;42,4;9,4;0;0;135;64;80;9;65;6;0,8;0,65;0,03;0,01;50;0,8;0,83;0,058;0,082;6,71;0,15;3;0,5;0
Skorki kurze;;;;;;;;;Kura i kurczak;Mieso i przetwory miesne;Produkty;379;37,9;10,7;0;0;135;46;76;17;78;7;1;0,52;0,04;0,03;24;1,9;0,92;0,081;0,098;0,98;0,12;4;1;0
Skrobia kukurydziana;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;353;0;0,2;88,5;1,7;0;2;7;11;14;3;0,2;0,07;0,01;0,01;0;0;0;0,02;0,013;0,02;0,01;0;0;0
Skrobia ziemniaczana;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;343;0,1;0,6;83,9;0,4;0;5;14;39;59;8;0,6;0,06;0,01;0,17;0;0;0;0;0;0;0,01;13;0;1,3
Skrzydlo indyka;;;;;;;;;Indyk;Mieso i przetwory miesne;Produkty;168;11,4;16,5;0;0;68;63;308;6;182;23;1,1;1,98;0,04;0,01;40;0,5;0,15;0,023;0,14;2,15;0,19;3;0,6;0
Skrzydlo kurczaka;;;;;;;;;Kura i kurczak;Mieso i przetwory miesne;Produkty;186;12,2;19,2;0;0;77;73;156;14;139;18;1,4;1,3;0,04;0,01;44;0,6;0,5;0,05;0,09;5,9;0,35;7;0,3;0
Sledz marynowany;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;192;12,6;16,5;3,4;0;60;1090;74;18;149;12;0,7;0,53;0,12;0,02;13;12;1;0,05;0,13;2,5;0,15;5;5,2;0
Sledz solony;;;;;;;;;;;;217;15,4;19,8;0;0;70;5930;240;62;341;39;1,1;0,95;0,17;0,02;45;9,2;2,3;0,035;0,29;3;0,22;5;7;0
Sledz swiezy;;;;;;;;;Ryby swieze;Ryby i przetwory rybne;Produkty;161;10,7;16,3;0;0;64;89;239;32;219;24;0,9;1,12;0,23;0,02;25;19;1,07;0,02;0,13;2,9;0,42;5;13;0
Sledz w oleju;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;301;26,5;16,4;0;0;65;562;241;33;221;28;0,9;1,13;0,24;0,02;22;20,22;4,7;0,018;0,131;2,92;0,38;5;13,83;0
Sledz w smietanie;;;;;;;;;;;;96;6,2;5,5;5,3;0,6;28;237;145;46;84;12;0,5;0,46;0,09;0,05;45;5,39;0,41;0,021;0,085;0,87;0,13;9,3;3,75;4
Sledz w sosie pomidorowym;;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;160;9,7;13,8;4,6;0,1;52;548;288;32;186;28;0,9;1,01;0,2;0,05;60;15,48;1,15;0,029;0,123;2,71;0,33;5,1;9,41;3,4
Sledz wedzony Pikling;;;;;;;;;Ryby wedzone;Ryby i przetwory rybne;Produkty;215;14,3;21,8;0;0;90;1170;285;32;254;33;1,4;1,68;0,33;0,04;14;20;1,6;0,04;0,25;3,5;0,35;5;13,6;0
"Sledzie marynowane ""Rolmopsy""";;;;;;;;;Przetwory rybne;Ryby i przetwory rybne;Produkty;104;7;8;3;0,6;30;231;161;25;113;22;0,6;0,68;0,13;0,07;110;9,26;0,92;0,018;0,076;1,42;0,19;8,1;6,34;1,1
Sliwki;;;;;;;;;;;;45;0,2;0,6;11,7;1,6;0;2;208;16;20;8;0,5;0,11;0,11;0,09;49;0;0,86;0,059;0,039;0,49;0,05;3;0;5,2
Sliwki bez pestek mrozone;;;;;;;;;;;;45;0,2;0,6;11,7;1,6;0;2;208;16;20;8;0,5;0,11;0,11;0,09;49;0;0,86;0,059;0,039;0,49;0,05;3;0;4,7
Sliwki z pestka suszone;;;;;;;;;;;;267;1,2;3,5;68,9;9,4;0;12;804;72;91;36;1,5;0,65;0,42;0,2;154;0;0,4;0,081;0,36;1,63;0,24;4;0;5,6
Slonecznik nasiona;;;;;;;;;;;;561;43,7;24,4;24,6;6;0;3;793;131;784;359;4,2;2,69;1,87;2,61;5;0;27,81;1,318;0,263;6,97;0,6;60;0;0
Slonina;;;;;;;;;Tluszcze zwierzece;Tluszcze;Produkty;797;89;2,4;0;0;99;23;27;1;24;2;0,3;0,06;0,01;0;0;0,6;2,34;0,43;0,14;2,3;0,35;0;0,6;0
Smalec;;;;;;;;;Tluszcze zwierzece;Tluszcze;Produkty;880;99,5;0;0;0;95;1;1;0;1;0;0,1;0,04;0;0;0;0;1,2;0,019;0;0;0,18;0;0;0
Smietana 12% tluszczu;;;;;;;;;;;;133;12;2,7;3,9;0;39;40;125;106;76;11;0,1;0,29;0,02;0;100;0,1;0,21;0,029;0,135;0,06;0,04;4;0,3;0
Smietana 18% tluszczu;;;;;;;;;;;;184;18;2,5;3,6;0;56;37;116;99;71;10;0,1;0,27;0,02;0;150;0,14;0,31;0,027;0,126;0,07;0,03;4;0,3;0
Smietanka do kawy 9% tluszczu;;;;;;;;;Smietana;Mleko i przetwory mleczne;Produkty;107;9;2,8;4;0;35;41;128;109;79;11;0,1;0,3;0,02;0;74;0,1;0,15;0,03;0,138;0,06;0,04;4;0,3;0
Smietanka kremowa 30% tluszczu;;;;;;;;;Smietana;Mleko i przetwory mleczne;Produkty;287;30;2,2;3,1;0;106;32;101;86;62;9;0,1;0,23;0,01;0;249;0,22;0,51;0,022;0,109;0,07;0,03;4;0,2;0
Soczewica czerwona nasiona suche;;;;;;;;;;;;327;3;25,4;57,5;8,9;0;2;874;46;301;71;5,8;3,34;0,85;1,35;10;0;0,22;1,072;0,446;2,4;0,6;36;0;3
Soczewica kielki;;;;;;;;;;;;119;0,6;9;22,1;3;0;9;292;29;156;43;2,9;1,52;0,36;0,51;5;0;0,4;0,23;0,13;1,1;0,19;84;0;17
Soja kielki;;;;;;;;;;;;141;6,7;13,1;9,6;2,6;0;14;484;67;164;72;2,1;1,2;0,23;0,17;1;0;0,2;0,34;0,12;1,1;0,18;160;0;15
Soja nasiona suche;;;;;;;;;;;;382;19,6;34,3;32,7;15,7;0;1;2132;240;743;216;8,9;3,46;1,5;2,49;2;0;0,78;0,69;0,189;1,18;0,81;280;0;0
Sok ananasowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;48;0,1;0,3;11,4;0,1;0;1;134;17;8;13;0,3;0,11;0,09;0,7;1;0;0,03;0,06;0,02;0,4;0,1;8;0;6
Sok brzoskwiniowo-pomaranczowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;32;0,1;0,7;7,4;0,4;0;2;138;12;17;7;0,4;0,1;0,04;0,07;51;0;0,5;0,029;0,032;0,51;0,03;5,9;0;9,9
"Sok buraczany ""Barszczyk czerwony""";200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;34;0,2;0,8;7,6;0,5;0;45;253;27;13;12;1,1;0,4;0,07;0,29;9;0;0,16;0,022;0,039;0,31;0,04;36,6;0;6,9
Sok cytrynowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;30;0,3;0,4;6,4;0,1;0;1;102;11;9;8;0,1;0,06;0,03;0,01;2;0;0,1;0,03;0,01;0,1;0,04;7;0;50
Sok grejpfrutowo-pomaranczowy slodzony aspartamem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,5;9,3;0,1;0;1;113;11;10;8;0,1;0,09;0,04;0,01;3;0;0,18;0,043;0,022;0,22;0,03;8,7;0;38,8
Sok grejpfrutowo-pomaranczowy slodzony aspartamem, z wapniem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,5;9,3;0,1;0;1;113;121;10;8;0,1;0,09;0,04;0,01;3;0;0,18;0,043;0,022;0,22;0,03;8,7;0;38,8
Sok grejpfrutowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,5;9,2;0,1;0;1;102;11;9;8;0,1;0,1;0,04;0,01;1;0;0,19;0,04;0,02;0,2;0,02;6;0;38
Sok grejpfrutowy slodzony aspartamem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,1;0,6;9;0,1;0;1;102;11;9;8;0,1;0,1;0,04;0,01;1;0;0,19;0,04;0,02;0,2;0,02;6;0;38
Sok grejpfrutowy z witaminami;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,5;9,2;0,1;0;1;102;11;9;8;0,1;0,1;0,04;0,01;1;0;0,19;0,04;0,02;0,2;0,32;46;0,18;38
Sok jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;42;0,1;0,1;10;0;0;2;110;9;6;5;0,2;0,12;0,02;0,02;2;0;0,01;0,01;0,006;0,03;0,03;3;0;2,3
Sok jablkowy z wapniem;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;42;0,1;0,1;10;0;0;2;110;129;6;5;0,2;0,12;0,02;0,02;2;0;0,01;0,01;0,006;0,03;0,03;3;0;2,3
Sok jablkowy z witaminami;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;42;0,1;0,1;10;0;0;2;110;9;6;5;0,2;0,12;0,02;0,02;2;0;0,01;0,01;0,006;0,03;0,33;43;0,18;2,3
Sok marchwiowo-bananowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,1;0,3;10,2;1;0;21;90;10;9;5;0,1;0,1;0,03;0,07;432;0;0,14;0,016;0,018;0,14;0,05;6,1;0;1
Sok marchwiowo-bananowo-jablkowy z witaminami E i C;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,1;0,3;10,2;1;0;21;90;10;9;5;0,1;0,1;0,03;0,07;432;0;2,82;0,016;0,018;0,14;0,05;6,1;0;16
Sok marchwiowo-brzoskwiniowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;45;0,1;0,4;11,8;1,4;0;23;112;11;12;5;0,2;0,13;0,04;0,08;458;0;0,29;0,021;0,023;0,24;0,05;6,5;0;1,7
Sok marchwiowo-brzoskwiniowo-jablkowy z witaminami E i C;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;45;0,1;0,4;11,8;1,4;0;23;112;11;12;5;0,2;0,13;0,04;0,08;458;0;2,97;0,021;0,023;0,24;0,05;6,5;0;16,7
Sok marchwiowo-brzoskwiniowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;44;0,1;0,5;11,3;1,3;0;21;111;11;13;6;0,2;0,11;0,04;0,07;434;0;0,32;0,018;0,024;0,31;0,04;6;0;1,4
Sok marchwiowo-jablkowo-pomaranczowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;44;0,2;0,6;11,8;1,9;0;26;153;18;16;8;0,3;0,17;0,05;0,08;502;0;0,31;0,04;0,028;0,22;0,07;12;0;13
Sok marchwiowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;44;0,2;0,5;12,1;2,2;0;30;158;15;15;7;0,3;0,19;0,05;0,1;598;0;0,39;0,033;0,031;0,23;0,07;9,4;0;3,9
Sok marchwiowo-jablkowy z witaminami E i C;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;44;0,2;0,5;12,1;2,1;0;30;158;15;15;7;0,3;0,19;0,05;0,1;598;0;3,07;0,033;0,031;0,23;0,07;9,4;0;18,9
Sok marchwiowo-morelowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,2;0,4;10,2;1,4;0;18;118;11;11;5;0,2;0,13;0,05;0,08;367;0;0,28;0,023;0,023;0,21;0,05;5,7;0;2,9
Sok marchwiowo-pomaranczowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;40;0,1;0,6;10,8;1,7;0;26;149;22;18;9;0,3;0,16;0,06;0,07;504;0;0,22;0,044;0,027;0,21;0,08;14;0;18,2
Sok marchwiowo-sliwkowo-jablkowy;200;y;y;y;y;y;y;y;Soki;Napoje;Produkty;39;0,2;0,4;10,2;1,5;0;19;122;11;12;5;0,2;0,14;0,05;0,08;378;0;0,34;0,028;0,023;0,2;0,05;6,2;0;3,1
