0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
Nazwa;Waga nom.;S;DS.;O;P;K;CUSTOM;Samodzielne;Podkategoria;Kategoria glowna;Typ;Kalorie;Tluszcz;Bialko;Weglowodany;Cost;Prep t;id
Wieprzowina karkowka;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;267;22,8;16,1;0;34;30;861
Wieprzowina lopatka;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;257;21,7;16;0;35;60;862
Wieprzowina pieczona;150;;;Y;;Y;;Y;Wieprzowina;Mieso i przetwory miesne;Produkty;276;24,1;15,4;0,1;6;10;863
Wieprzowina podgardle;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;630;67,8;7,4;0;22;100;864
Wieprzowina schab surowy z koscia;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;174;10;21;0;28;100;865
Wieprzowina szynka surowa;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;261;21,3;18;0;18;40;866
Wieprzowina zeberka;;;;;;;;;Wieprzowina;Mieso i przetwory miesne;Produkty;321;29,3;15,2;0;28;70;867
Wino biale polwytrawne;150;y;y;y;y;y;y;y;Wina;Napoje alkoholowe;Produkty;81;0;0;3,7;24;60;868
Wino biale slodkie;150;y;y;y;y;y;y;y;Wina;Napoje alkoholowe;Produkty;95;0;0,2;5,9;7;80;869
Wino biale wytrawne;150;y;y;y;y;y;y;y;Wina;Napoje alkoholowe;Produkty;66;0;0,1;0,6;15;10;870
Wino czerwone;;;;;;;;;;;;68;0;0,1;0,2;30;10;871
Winogrona;;;;;;;;;;;;69;0,2;0,5;17,6;19;100;872
Wiorki kokosowe;;;;;;;;;;;;606;63,2;5,6;27;21;100;873
Wisnie;;;;;;;;;;;;47;0,4;0,9;10,9;9;70;874
Wisnie bez pestek mrozone;;;;;;;;;;;;47;0,4;0,9;10,9;12;80;875
Wloszczyzna krojona w paski mrozona;;;;;;;;;;;;25;0,3;1,4;7,9;32;40;876
Wodki;50;y;y;y;y;y;y;y;Wodki;Napoje alkoholowe;Produkty;220;0;0;0;15;90;877
Wolowina pieczen;150;;;Y;;Y;;Y;Wolowina;Mieso i przetwory miesne;Produkty;117;3,6;20,9;0;33;20;878
Wolowina poledwica;;;;;;;;;Wolowina;Mieso i przetwory miesne;Produkty;113;3,5;20,1;0;29;100;879
Wolowina rostbef;;;;;;;;;Wolowina;Mieso i przetwory miesne;Produkty;152;7,3;21,5;0;18;20;880
Wolowina rozbratel;;;;;;;;;Wolowina;Mieso i przetwory miesne;Produkty;157;10,1;16,7;0;33;10;881
Wolowina szponder;;;;;;;;;Wolowina;Mieso i przetwory miesne;Produkty;217;15,7;19,3;0;26;50;882
Zarodki pszenne;;;;;;;;;Produkty sniadaniowe;Produkty zbozowe;Produkty;323;9,4;27,5;45,5;34;10;883
Zeberka wieprzowe duszone;150;;;Y;;Y;;Y;Potrawy z wieprzowiny;Potrawy miesne;Potrawy;210;19,2;7,9;2,2;21;30;884
Zelatyna;;;;;;;;;;;;343;0,1;84,2;0;35;90;885
Zelki;;;;;;;;;;;;306;0;3;72,3;18;50;886
Ziarno pszenicy;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;306;2,4;11,1;70,5;6;10;887
Ziarno zyta;;;;;;;;;Ziarna, maki i skrobie;Produkty zbozowe;Produkty;301;2,2;7,9;74,2;18;70;888
Ziemniaki mrozone;;;;;;;;;;;;69;0,1;1,7;16,5;18;100;889
Ziemniaki pozne;;;;;;;;;;;;85;0,1;1,9;20,5;10;30;890
Ziemniaki puree;150;;;Y;;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;90;1,4;2,1;18,4;32;10;891
Ziemniaki srednio;;;;;;;;;;;;77;0,1;1,9;18,3;22;100;892
Ziemniaki wczesne;;;;;;;;;;;;69;0,1;1,8;16,3;32;50;893
Ziemniaki z tluszczem roslinnym;150;Y;Y;Y;Y;Y;;Y;Potrawy z kasz, maki, ziemniakow;Potrawy z kasz, maki, ziemniakow;Potrawy;105;3,1;2;18,7;26;80;894
Zoladek kurczaka;;;;;;;;;Podroby drobiowe;Mieso i przetwory miesne;Produkty;114;4,2;18,2;0,6;16;80;895
Zoltko jaja kurzego;;;;;;;;;Jaja;Mleko i przetwory mleczne;Produkty;314;28,2;15,5;0,3;18;20;896
Zrazy wolowe zawijane ze slonina duszone;150;;Y;Y;Y;Y;;Y;Potrawy z wolowiny;Potrawy miesne;Potrawy;144;9,4;12,1;3,2;9;100;897
Zupa brokulowa mrozona;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;25;0,4;2,3;5,6;32;20;898
Zupa cebulowa;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;44;2,7;1,4;4;7;50;899
Zupa cebulowa mrozona;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;25;0,3;1,2;6,3;8;30;900
Zupa cytrynowa z ryzem;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;58;2,2;1,4;8,6;9;80;901
Zupa fasolowa;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;63;1,8;4;10;23;60;902
Zupa fasolowa mrozona;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;111;3,1;6,8;18,8;34;70;903
Zupa grochowa;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;66;2,4;4,4;8,9;30;30;904
Zupa grzybowa zabielana;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;29;1,9;1,5;1,8;9;70;905
Zupa jarzynowa;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;28;1,1;1,4;4,3;11;90;906
Zupa jarzynowa mrozona;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;22;0,2;2,2;6;22;70;907
Zupa jarzynowa zabielana;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;44;1,8;1,7;6,2;29;30;908
Zupa jesienna mrozona;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;27;0,2;1,6;7,2;34;90;909
Zupa kalafiorowa;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;27;0,5;1,7;4,9;19;60;910
Zupa kalafiorowa mrozona;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;22;0,2;2;5,5;28;10;911
Zupa neapolitanska z ementalerem;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;62;2,5;2,2;8,1;33;20;912
Zupa ogorkowa;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;42;2;1,4;5;22;80;913
Zupa owocowa z jablek;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;42;0,1;0,1;10,6;23;90;914
Zupa pieczarkowa mrozona;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;16;0,3;1,8;3,7;14;70;915
Zupa pomidorowa;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;11;0,1;1;2,1;31;40;916
Zupa pomidorowa z makaronem;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;35;1,8;1,6;3,3;25;40;917
Zupa pomidorowa z ryzem;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;37;1,8;1,5;3,9;33;80;918
Zupa pomidorowa zabielana;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;17;0,6;1,2;2,3;5;50;919
Zupa selerowa;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;37;1,8;1,6;4,5;17;10;920
Zupa selerowa z grzankami;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;52;1,9;1,9;8;16;20;921
Zupa szczawiowa;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;40;2,5;1,7;2,9;7;50;922
Zupa szpinakowa z ziemniakami;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;40;0,9;2,2;6,6;35;50;923
Zupa wloska mrozona;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;27;0,3;1,8;6,9;9;100;924
Zupa z fasoli szparagowej;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;43;0,6;2,2;8,9;35;90;925
Zupa z porow z makaronem;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;59;1,4;2,5;10,3;26;20;926
Zupa z zielonego groszku;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;57;1,2;3,2;11,2;30;30;927
Zupa ziemniaczana;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;39;1,1;1,4;6,6;9;50;928
Zupa ziemniaczana mrozona;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;41;0,2;1,5;11;26;20;929
Zupa ziemniaczana zabielana;200;;Y;Y;Y;Y;;Y;Zupy;Zupy;Potrawy;48;1,9;1,6;6,5;32;10;930
